"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Vehicle.Year"
"14972",1354745711,"63065JM","NY","COM","07/15/2013",45,"DELV","GMC","P",24,24,24,942982,"0024","0000","0918A","","NY","F","320","W 106 ST","BBBBBBB","ALL","ALL","BROWN",1988
"14973",1354745723,"81738JN","NY","COM","07/15/2013",45,"DELV","MERCU","P",24,24,24,942982,"0024","0000","0930A","","NY","F","2583","BROADWAY","BBBBBBB","ALL","ALL","GREEN",2004
"14974",1354745735,"95383JM","NY","COM","07/15/2013",45,"DELV","GMC","P",24,24,24,942982,"0024","0000","0913A","","NY","O","825","WEST END AVE","BBBBBBB","ALL","ALL","BROWN",1990
"14975",1357941640,"966NEO","MA","PAS","07/15/2013",40,"SDN","HONDA","P",30,30,162,953175,"0162","0000","1153P","","NY","O","55","HAMILTON PL","BBBBBBB","ALL","ALL","BL",0
"14976",1357963129,"GEW9963","NY","PAS","07/15/2013",40,"SDN","NISSA","P",34,34,162,954157,"0162","0000","0831P","","NY","F","310","AUDUBON AVE","BBBBBBB","ALL","ALL","BLACK",2004
"14977",1357987961,"Z93CNZ","NJ","PAS","07/15/2013",14,"SDN","LINCO","P",14,14,14,906706,"0014","0000","0742P","","NY","F","350","5 AVE","BBBBBBB","ALL","ALL","BLK",2001
"14979",1357987985,"63617JM","NY","COM","07/15/2013",37,"VAN","FR/LI","P",14,14,14,906706,"0014","0000","0447P","","NY","F","28","W 33RD ST","YYYYYBB","0700A","0700P","BROWN",1996
"14980",1357987997,"79676JK","NY","COM","07/15/2013",14,"DELV","FRUEH","P",14,14,14,906706,"0014","0000","0620P","","NY","F","350","5 AVE","BBBBBBB","ALL","ALL","WHITE",1998
"14981",1357991174,"38345JS","NY","COM","07/15/2013",37,"P-U","GMC","P",18,18,161,952838,"0161","0000","0210P","","NY","F","320","WEST 45TH ST","BBBBBBB","ALL","ALL","GOLD",2004
"14982",1357992002,"523UWR","WI","PAS","07/15/2013",14,"SDN","HONDA","X",14,14,14,937583,"0014","0000","0130A","","NY","F","43","W 35 ST","BBBBBBB","ALL","ALL","BLK",0
"14983",1357965631,"J4737R","TN","PAS","07/15/2013",46,"SDN","TOYOT","P",34,34,34,945026,"0034","0000","0411A","","NY","F","3896","10TH AVE","BBBBBBB","ALL","ALL","WH",0
"14984",1357993808,"85264JB","NY","COM","07/15/2013",46,"DELV","FRUEH","P",14,14,14,933159,"0014","0000","0950A","","NY","F","142","W 39","BBBBBBB","ALL","ALL","WHITE",1996
"14985",1357993810,"85264SB","NY","COM","07/15/2013",45,"DELV","FRUEH","P",14,14,14,933159,"0014","0000","0950A","","NY","F","142","W 39","BBBBBBB","ALL","ALL","WHITE",1996
"14986",1357993845,"36913MA","NY","COM","07/15/2013",45,"DELV","NINA","P",14,14,14,933159,"0014","0000","1005A","","NY","F","615","8 AVE","BBBBBBB","ALL","ALL","WHITE",2012
"14987",1357993857,"36913MA","NY","COM","07/15/2013",46,"DELV","HINO","P",14,14,14,933159,"0014","0000","1005A","","NY","F","515","8 AVE","BBBBBBB","ALL","ALL","WHITE",2012
"14988",1357996160,"63587JM","NY","COM","07/15/2013",14,"VAN","FORD","P",14,14,161,953695,"0161","0000","0412P","","NY","F","234","WEST 42ND STREET","BBBBBBB","ALL","ALL","BROWN",1997
"14989",1357996184,"XP101B","NJ","PAS","07/15/2013",37,"DELV","GMC","P",14,14,101,953695,"0101","0000","1240P","","NY","F","248","WEST 37TH ST","BBBBBBB","ALL","ALL","YELLO",0
"14990",1358113210,"49722JG","NY","COM","07/15/2013",14,"VAN","","X",1,1,1,936533,"0001","0000","0416P","","NY","F","","MURRAY ST","BBBBBBB","ALL","ALL","BROWN",0
"14991",1358113221,"50304JV","99","COM","07/15/2013",14,"VAN","","X",1,1,1,936533,"0001","0000","0507P","","NY","F","287","SPRING ST","BBBBBBB","ALL","ALL","",0
"14993",1358115734,"49907JG","NY","COM","07/15/2013",41,"DELV","FRUEH","P",NA,0,0,0,"0000","0000","0425P","","NY","","","C/O PEARL","BBBBBBB","ALL","ALL","",0
"14994",1358115746,"49907JG","NY","COM","07/15/2013",14,"DELV","FRUEH","P",1,1,1,950341,"0001","0000","0425P","","NY","F","","C/O PEARL","BBBBBBB","ALL","ALL","",0
"15000",1359230294,"XABJ31","NJ","PAS","07/15/2013",45,"DELV","ISUZU","P",18,18,18,904597,"0018","0000","0810A","","NY","F","913","8 AVE","BBBBBBB","ALL","ALL","",0
"15001",1359230300,"9350AR","NH","PAS","07/15/2013",45,"DELV","FRUEH","P",18,18,18,904597,"0018","0000","0825A","","NY","F","935","8 AVE","BBBBBBB","ALL","ALL","",0
"15002",1359230312,"XW6865","NJ","PAS","07/15/2013",46,"DELV","MITSU","P",18,18,18,904597,"0018","0000","0830A","","NY","F","345","W 58 ST","BBBBBBB","ALL","ALL","",0
"15003",1359230324,"XP447S","NJ","PAS","07/15/2013",46,"DELV","ISUZU","P",18,18,18,904597,"0018","0000","0835A","","NY","F","345","W 58 ST","BBBBBBB","ALL","ALL","",0
"15004",1359230350,"50008JT","NY","COM","07/15/2013",45,"VAN","MACK","P",18,18,18,904597,"0018","0000","0905A","","NY","F","1410","6 AVE","BBBBBBB","ALL","ALL","",0
"15005",1359230361,"50008JT","NY","COM","07/15/2013",40,"VAN","MACK","P",18,18,18,904597,"0018","0000","0905A","","NY","F","1410","6 AVE","BBBBBBB","ALL","ALL","",0
"15006",1359230385,"62990JM","NY","COM","07/15/2013",14,"DELV","GMC","P",18,18,18,904597,"0018","0000","0920A","","NY","F","48","W 48 ST","BBBBBBB","ALL","ALL","",0
"15007",1359230397,"63064JM","NY","COM","07/15/2013",14,"DELV","GMC","P",18,18,18,904597,"0018","0000","0925A","","NY","F","4","W 47 ST","YYYYYYB","0700A","0200P","",0
"15008",1359230403,"63111JM","NY","COM","07/15/2013",14,"VAN","GMC","P",18,18,18,904597,"0018","0000","0925A","","NY","O","15","W 47 ST","YYYYYBB","0700A","0200P","",0
"15009",1359230439,"37188JA","NY","COM","07/15/2013",14,"VAN","MERCU","P",18,18,18,904597,"0018","0000","0935A","","NY","F","36","W 47 ST","YYYYYBB","0700A","0200P","",0
"15010",1359230452,"61611MC","NY","COM","07/15/2013",14,"VAN","FORD","P",18,18,18,904597,"0018","0000","0940A","","NY","F","36","W 47 ST","YYYYYBB","0700A","0200P","",0
"15011",1359230464,"60349JR","NY","COM","07/15/2013",14,"VAN","MERCU","P",18,18,18,904597,"0018","0000","0945A","","NY","O","55","W 47 ST","YYYYYBB","0700A","0200P","",0
"15012",1359226333,"W12DAK","NJ","PAS","07/15/2013",20,"SDN","CADIL","P",18,18,18,906639,"0018","0000","1115A","","NY","F","350","W 55TH STREET","YYYYYBB","0800A","0700P","BLUE",0
"15013",1359226345,"GJD4954","NY","PAS","07/15/2013",20,"SDN","HONDA","P",18,18,18,906639,"0018","0000","1120A","","NY","F","350","W 55TH STREET","YYYYYBB","0800A","0700P","BLACK",2011
"15014",1359226497,"GXJ6554","PA","PAS","07/15/2013",20,"SDN","BMW","P",18,18,18,919869,"0018","0000","0820A","","NY","F","357","W 55 ST","YYYYYBB","0700A","0700P","WT",0
"15015",1359226692,"XABJ31","NJ","PAS","07/15/2013",45,"DELV","ISUZU","P",18,18,18,944443,"0018","0000","0800A","","NY","F","911","8 AVE","BBBBBBB","ALL","ALL","WH",0
"15016",1359226709,"9350AR","NH","PAS","07/15/2013",45,"TRLR","FRGHT","P",18,18,18,944443,"0018","0000","0803A","","NY","F","935","8 AVE","BBBBBBB","ALL","ALL","WH",0
"15017",1359493013,"364PXT","WI","PAS","07/15/2013",20,"SDN","TOYOT","P",23,23,23,945266,"0023","0000","1144A","","NY","F","129","E 101 ST","BBBBBBB","ALL","ALL","WHITE",0
"15018",1359507747,"35410MB","NY","COM","07/15/2013",46,"DELV","","P",34,34,34,945549,"0034","0000","0532P","","NY","F","70","PARK TER.EAST","BBBBBBB","ALL","ALL","BROWN",0
"15019",1359507759,"66112JW","NY","COM","07/15/2013",46,"DELV","","P",34,34,34,945549,"0034","0000","0615P","","NY","F","44","SHERMAN AVE","BBBBBBB","ALL","ALL","BROWN",0
"15020",1359507760,"3341YMB","NY","COM","07/15/2013",46,"DELV","","P",34,34,34,945549,"0034","0000","0623P","","NY","F","101","SHERMAN AVE","BBBBBBB","ALL","ALL","BROWN",0
"15021",1359507772,"35409MB","NY","COM","07/15/2013",46,"DELV","","P",34,34,34,945549,"0034","0000","0631P","","NY","F","3835","9 AVE","BBBBBBB","ALL","ALL","BROWN",0
"15022",1359513140,"GBU2561","NY","PAS","07/15/2013",50,"SDN","CHEVR","P",30,30,162,954378,"0162","0000","1151P","","NY","O","558","W 142 ST","BBBBBBB","ALL","ALL","BLACK",2013
"15023",1359499880,"GHF1084","NY","PAS","07/15/2013",71,"SDN","ACURA","P",23,23,162,954134,"0162","0000","1120P","1120P","NY","F","151","E 110 ST","BBBBBBB","ALL","ALL","GREY",2008
"15024",1357974425,"XZG06V","NJ","PAS","07/15/2013",78,"","","P",26,26,26,931585,"0026","0000","0126A","","NY","","","RSD RIVE","BBBBBBB","ALL","ALL","YELLO",0
"15025",1357998739,"GBR3298","NY","PAS","07/15/2013",31,"SDN","HONDA","X",14,14,161,951833,"0161","0000","1202A","","NY","F","234","WEST 42 ST","YYYYYYB","ALL","ALL","BLACK",2003
"15026",1357998752,"GBZ1335","NY","PAS","07/15/2013",31,"SUBN","HONDA","X",14,14,161,951833,"0161","0000","1235A","","NY","F","672","8TH AVE","YYYYYYB","ALL","ALL","RED",2005
"15027",1357998776,"GAV7039","NY","PAS","07/15/2013",31,"SUBN","HONDA","X",14,14,161,951833,"0161","0000","1208A","","NY","F","253","WEST 42 STREET","YYYYYYB","ALL","ALL","RED",2012
"15028",1357998971,"GHF1864","NY","PAS","07/15/2013",31,"SUBN","NISSA","X",14,14,161,953607,"0161","0000","1206A","","NY","F","234","W 42ND ST","YYYYYYB","ALL","ALL","SILV",2004
"15029",1357998995,"512TG9","NY","PAS","07/15/2013",31,"SUBN","CHEVR","X",14,14,161,953607,"0161","0000","1212A","","NY","F","247","W 42ND ST","YYYYYYB","ALL","ALL","SILV",0
"15030",1358000852,"93740PA","NY","COM","07/15/2013",19,"DELV","MACK","P",14,14,161,954253,"0161","0000","0940P","","NY","F","251","WEST 42ND STREET","BBBBBBB","ALL","ALL","WHITE",0
"15031",1358002496,"536ZSE","QB","PAS","07/15/2013",31,"SDN","HYUND","P",14,14,161,954211,"0161","0000","0242P","","NY","F","234","WEST 42 STREET","YYYYYYB","ALL","ALL","GREY",0
"15032",1357932911,"76784JV","NY","COM","07/15/2013",45,"VAN","FORD","P",24,24,24,846913,"0024","0000","0850A","","NY","F","22","W 96 ST","BBBBBBB","ALL","ALL","BLUE",2006
"15033",1357932923,"51888A","CT","999","07/15/2013",45,"VAN","MERCU","P",24,24,24,876113,"0024","0000","0902A","","NY","F","924","WEST END AVE","BBBBBBB","ALL","ALL","WHITE",0
"15034",1357932935,"63065JM","NY","COM","07/15/2013",45,"DELV","GMC","P",24,24,24,846743,"0024","0000","0904A","","NY","F","910","WEST END AVE","BBBBBBB","ALL","ALL","BROWN",1988
"15035",1357932947,"95383JM","NY","COM","07/15/2013",45,"VAN","GMC","P",24,24,24,876343,"0024","0000","0905A","","NY","O","825","WEST END AVE","BBBBBBB","ALL","ALL","BROWN",1990
"15036",1357932959,"76134JY","NY","COM","07/15/2013",45,"DELV","WHITE","P",24,24,24,876913,"0024","0000","0907A","","NY","F","789","WEST END AVE","BBBBBBB","ALL","ALL","WHITE",2007
"15037",1357933241,"84820MA","NY","COM","07/15/2013",21,"DELV","MERCU","P",24,24,24,894913,"0024","0000","0950A","","NY","O","272","W 91 ST","YBBBBBB","0930A","1100A","WHITE",2012
"15038",1357933253,"55036MD","NY","COM","07/15/2013",21,"VAN","FORD","P",24,24,24,896713,"0024","0000","0952A","","NY","F","317","W 89 ST","YBBBBBB","0930A","1100A","GREY",2006
"15039",1357933265,"60122JV","NY","COM","07/15/2013",21,"VAN","FORD","P",24,24,24,876713,"0024","0000","0954A","","NY","F","317","W 89 ST","YBBBBBB","0930A","1100A","WHITE",2005
"15040",1357933277,"GJP3328","PA","PAS","07/15/2013",21,"SDN","VOLKS","P",24,24,24,896743,"0024","0000","0958A","","NY","F","327","W 89 ST","YBBBBBB","0930A","1100A","GREY",0
"15041",1357933289,"X3910G","NJ","PAS","07/15/2013",45,"VAN","TOYOT","P",24,24,24,846713,"0024","0000","1015A","","NY","F","36","W 96 ST","BBBBBBB","ALL","ALL","RED",0
"15042",1357933290,"62987JM","NY","COM","07/15/2013",45,"DELV","GMC","P",24,24,24,896913,"0024","0000","1019A","","NY","F","333","CENTRAL PK WEST","BBBBBBB","ALL","ALL","BROWN",1986
"15043",1357933307,"63524JM","NY","COM","07/15/2013",45,"VAN","GMC","P",24,24,24,876713,"0024","0000","1022A","","NY","F","315","CENTRAL PK WEST","BBBBBBB","ALL","ALL","BROWN",1990
"15044",1357933319,"XH631N","NJ","PAS","07/15/2013",45,"VAN","GMC","P",24,24,24,896913,"0024","0000","1026A","","NY","F","5","W 86 ST","BBBBBBB","ALL","ALL","RED",0
"15045",1357933320,"XAPJ30","NJ","PAS","07/15/2013",45,"P-U","FORD","P",24,24,24,896710,"0024","0000","1027A","","NY","F","20","W 86 ST","BBBBBBB","ALL","ALL","GREEN",0
"15046",1357933344,"76135JY","NY","COM","07/15/2013",45,"DELV","WHITE","P",24,24,24,846793,"0024","0000","1044A","","NY","F","325","WEST END AVE","BBBBBBB","ALL","ALL","WHITE",2007
"15047",1357933356,"91130KA","NY","COM","07/15/2013",45,"REFG","TOYOT","P",24,24,24,846793,"0024","0000","1052A","","NY","F","509","W 110 ST","BBBBBBB","ALL","ALL","WHITE",2007
"15048",1357933370,"55050MB","NY","COM","07/15/2013",45,"VAN","WHITE","P",24,24,24,846793,"0024","0000","1100A","","NY","O","400","CENTRAL PK WEST","BBBBBBB","ALL","ALL","BROWN",2012
"15049",1357933381,"XAHB38","NJ","PAS","07/15/2013",45,"VAN","MITSU","P",24,24,24,846793,"0024","0000","1107A","","NY","F","279","CENTRAL PK WEST","BBBBBBB","ALL","ALL","WHITE",0
"15050",1357933393,"83529MA","NY","COM","07/15/2013",19,"P-U","DODGE","P",24,24,24,896913,"0024","0000","1109A","","NY","F","5","W 86 ST","BBBBBBB","ALL","ALL","BLACK",2011
"15051",1357933400,"63039JM","NY","COM","07/15/2013",45,"DELV","GMC","P",24,24,24,846773,"0024","0000","1115A","","NY","O","40","W 86 ST","BBBBBBB","ALL","ALL","BROWN",1988
"15052",1357933411,"GDN6952","NY","PAS","07/15/2013",19,"VAN","FORD","P",24,24,24,896713,"0024","0000","1132A","","NY","F","186","RIVERSIDE DRIVE","BBBBBBB","ALL","ALL","WHITE",2012
"15053",1357933423,"90768JV","NY","COM","07/15/2013",45,"P-U","FORD","P",24,24,24,896943,"0024","0000","1147A","","NY","F","500","W 110 ST","BBBBBBB","ALL","ALL","WHITE",0
"15054",1357933435,"86292JY","NY","COM","07/15/2013",45,"VAN","FORD","P",24,24,24,876743,"0024","0000","1159A","","NY","F","12","W 96 ST","BBBBBBB","ALL","ALL","WHITE",2009
"15055",1357933447,"33914JT","NY","COM","07/15/2013",45,"VAN","FORD","P",24,24,24,896743,"0024","0000","1159A","","NY","F","275","CENTRAL PK WEST","BBBBBBB","ALL","ALL","GREEN",2004
"15056",1357933459,"XAVH72","NJ","PAS","07/15/2013",45,"P-U","FORD","P",24,24,24,896773,"0024","0000","1159A","","NY","F","27","W 86 ST","BBBBBBB","ALL","ALL","WHITE",0
"15078",1358005114,"52327MC","NY","COM","07/15/2013",38,"VAN","FORD","P",18,18,161,953037,"0161","0000","0147P","","NY","F","140","W 46 ST","YYYYYBB","0700A","0600P","WHITE",2012
"15079",1358005126,"52327MC","NY","COM","07/15/2013",71,"VAN","FORD","P",18,18,161,953037,"0161","0000","0147P","","NY","F","140","W 46 ST","BBBBBBB","ALL","ALL","WHITE",2012
"15080",1358005321,"GDD5247","NY","PAS","07/15/2013",31,"SDN","PLYMO","X",14,14,161,952169,"0161","0000","0140A","","NY","F","219","W 41 ST","BBBBBBB","ALL","ALL","BLACK",1995
"15081",1358005333,"GCG3058","NY","PAS","07/15/2013",31,"SDN","HONDA","X",14,14,161,952169,"0161","0000","0143A","","NY","F","219","W 41 ST","BBBBBBB","ALL","ALL","GREEN",1998
"15087",1357951899,"96171MA","NY","PAS","07/15/2013",46,"DELV","WHITE","P",28,28,162,954269,"0162","0000","0128P","","NY","F","308","WEST 125TH ST","BBBBBBB","ALL","ALL","BROWN",2012
"15088",1357957464,"55050MB","NY","COM","07/15/2013",46,"FREI","","P",24,24,24,949215,"0024","0000","0711P","","NY","F","157","W 106 ST","BBBBBBB","ALL","ALL","BWN",2012
"15089",1357957476,"63065JM","NY","COM","07/15/2013",46,"","GMC","P",24,24,24,949215,"0024","0000","0453A","","NY","F","2831","BROADWAY","BBBBBBB","ALL","ALL","BWN",1988
"15090",1357958092,"GER7863","NY","PAS","07/15/2013",98,"SUBN","FORD","P",24,24,24,947643,"0024","0000","0333A","","NY","F","276","RIVERSIDE DR","BBBBBBB","ALL","ALL","GREY",0
"15091",1357958298,"U91DAU","NJ","PAS","07/15/2013",40,"SDN","ME/BE","P",24,24,24,945905,"0024","0000","0445A","","NY","F","313","WEST 90 ST","BBBBBBB","ALL","ALL","GY",0
"15092",1358006866,"41794JX","NY","COM","07/15/2013",14,"VAN","FORD","X",14,14,161,951693,"0161","0000","0239A","","NY","F","1","TIMES SQUARE","BBBBBBB","ALL","ALL","WHITE",2008
"15093",1358007100,"50919JZ","NY","COM","07/15/2013",46,"VAN","GMC","P",14,14,14,929771,"0014","0000","0950A","","NY","O","127","W 39 ST","BBBBBBB","ALL","ALL","WH",1995
"15094",1358007135,"96829JZ","NY","COM","07/15/2013",20,"UTIL","FORD","P",14,14,14,929771,"0014","0000","1030A","","NY","F","333","W 43 ST","YYYYYYB","0800A","0600P","WH",2006
"15095",1358007147,"88622JW","NY","COM","07/15/2013",20,"UTIL","GMC","P",14,14,14,929771,"0014","0000","1033A","","NY","F","333","W 43 ST","YYYYYYB","0800A","0600P","WH",2002
"15096",1358009090,"93552MB","NY","COM","07/15/2013",37,"VAN","MERCU","P",14,14,161,953303,"0161","0000","0330P","","NY","O","229","WEST 43 RD","YYYYYYB","0700A","0600P","WHITE",2005
"15097",1358009119,"82414MC","NY","COM","07/15/2013",20,"VAN","CHEVR","P",14,14,161,953303,"0161","0000","0347P","","NY","F","337","WEST 43 RD","BBBBBBB","ALL","ALL","WHITE",2007
"15098",1358009120,"51247A","CT","999","07/15/2013",46,"","MACK","P",18,18,161,953303,"0161","0000","0727P","","NY","F","778","8TH AVENUE","BBBBBBB","ALL","ALL","WHITE",0
"15099",1358009156,"54088MC","NY","COM","07/15/2013",20,"VAN","NISSA","P",14,14,161,953303,"0161","0000","0342P","","NY","F","315","WEST 43 ST","BBBBBBB","ALL","ALL","WHITE",2013
"15100",1358009569,"69743JZ","NY","COM","07/15/2013",99,"VAN","FORD","P",14,14,161,953487,"0161","0000","0228P","","NY","F","260","WEST 44 ST","BBBBBBB","ALL","ALL","WHITE",2010
"15101",1358009697,"96075","NY","COM","07/15/2013",14,"DELV","GMC","P",14,14,161,953391,"0161","0000","0805P","","NY","F","234","W 42","BBBBBBB","ALL","ALL","WH",1995
"15102",1357960414,"77902JX","NY","COM","07/15/2013",45,"VAN","FORD","P",24,24,24,943884,"0024","0000","0948A","","NY","F","752","WEST END AVE","BBBBBBB","ALL","ALL","WHITE",2004
"15103",1357960426,"62981JM","NY","COM","07/15/2013",45,"DELV","GMC","P",24,24,24,943884,"0024","0000","0950A","","NY","F","740","WEST END AVE","BBBBBBB","ALL","ALL","BRN",1996
"15104",1357960438,"41913JZ","NY","COM","07/15/2013",45,"VAN","CHEVR","P",24,24,24,943884,"0024","0000","1000A","","NY","F","666","WEST END AVE","BBBBBBB","ALL","ALL","WHITE",2009
"15105",1357960475,"79371JZ","NY","COM","07/15/2013",45,"P-U","CHEVR","P",24,24,24,943884,"0024","0000","1026A","","NY","","","S/O 574 WEST END AVE","BBBBBBB","ALL","ALL","WHITE",2010
"15106",1357960487,"76130JY","NY","COM","07/15/2013",45,"DELV","","P",24,24,24,943884,"0024","0000","1054A","","NY","F","808","COLUMBUS AVE","BBBBBBB","ALL","ALL","",2020
"15107",1357960610,"63524JM","NY","COM","07/15/2013",45,"DELV","","P",24,24,24,936492,"0024","0000","1120A","","NY","F","315","CENTRAL PARK WEST","BBBBBBB","ALL","ALL","BROWN",0
"15108",1357960621,"62987JM","NY","COM","07/15/2013",45,"DELV","GMC","P",24,24,24,936492,"0024","0000","1125A","","NY","F","333","CENTRAL PARK WEST","BBBBBBB","ALL","ALL","BROWN",1986
"15109",1357960633,"62574JM","NY","COM","07/15/2013",45,"DELV","WHITE","P",24,24,24,936492,"0024","0000","1140A","","NY","F","704","WEST END AVE","BBBBBBB","ALL","ALL","BROWN",0
"15110",1357960657,"XX579W","NJ","PAS","07/15/2013",14,"VAN","FORD","P",24,24,24,936492,"0024","0000","1137A","","NY","F","150","RIVER SIDE DR","BBBBBBB","ALL","ALL","BLUE",0
"15112",1357962630,"79373JZ","NY","COM","07/15/2013",46,"P-U","CHEVR","P",34,34,162,954168,"0162","0000","0839P","","NY","F","651","W 180TH STREET","BBBBBBB","ALL","ALL","WHITE",2010
"15113",1357984352,"XAVE98","NJ","PAS","07/15/2013",14,"VAN","FORD","P",14,14,161,952646,"0161","0000","0500P","0455P","NY","F","672","8TH AVENUE","BBBBBBB","ALL","ALL","BLUE",0
"15114",1357984406,"89962JA","NY","COM","07/15/2013",37,"VAN","FORD","P",14,14,161,952646,"0161","0000","0115P","0110P","NY","O","255","WEST 43RD STREET","YYYYYYB","0700A","0600P","GRAY",2002
"15115",1357984960,"96381JL","NY","COM","07/15/2013",14,"VAN","CHEVR","P",18,18,161,952337,"0161","0000","0448P","","NY","O","154","W 45 STREET","BBBBBBB","ALL","ALL","WHITE",1994
"15116",1357986907,"59222MA","NY","COM","07/15/2013",37,"SUBN","DODGE","P",14,14,161,953440,"0161","0000","0320P","","NY","F","512","7TH AVE","YYYYYBB","0700A","0400P","WHITE",2003
"15117",1357986919,"59222MA","NY","COM","07/15/2013",71,"SUBN","DODGE","P",14,14,161,953446,"0161","0000","0317P","","NY","F","512","7TH AVE","BBBBBBB","ALL","ALL","WHITE",2003
"15118",1357986920,"96385JW","NY","COM","07/15/2013",38,"VAN","FORD","P",14,14,161,953446,"0161","0000","0306P","","NY","F","307","WEST 36 ST","YYYYYBB","0600A","0700P","WHITE",2008
"15119",1357986932,"577CFP","NJ","PAS","07/15/2013",38,"SUBN","HONDA","P",14,14,161,953446,"0161","0000","0304P","","NY","O","318","WEST 36 ST","YYYYYBB","0600A","0700P","TAN",0
"15120",1357987330,"98980MC","NY","COM","07/15/2013",14,"DELV","DODGE","P",14,14,161,952555,"0161","0000","0458P","","NY","F","328","WEST 44TH ST","BBBBBBB","ALL","ALL","WHITE",2005
"15121",1357161980,"33AE87","NY","LMA","07/15/2013",74,"","VOLKS","P",23,23,23,935942,"0023","0000","0905A","","NY","F","1968","1ST AVE","BBBBBBB","ALL","ALL","ORANG",2007
"15122",1357161992,"33AE87","NY","LMA","07/15/2013",70,"","VOLKS","P",23,23,23,935942,"0023","0000","0905A","","NY","F","1968","1ST AVE","BBBBBBB","ALL","ALL","ORANG",2007
"15123",1357206835,"63642JM","NY","COM","07/15/2013",20,"DELV","FR/LI","P",13,13,13,944455,"0013","0000","0546P","","NY","O","145","E 29","BBBBBBB","ALL","ALL","BROWN",1996
"15124",1357208406,"63651JM","NY","COM","07/15/2013",20,"VAN","MERCU","P",13,13,13,943796,"0013","0000","0529P","","NY","F","40","W 15TH ST","YYYYYBB","0800A","0600P","BROWN",1997
"15125",1357208420,"51771SW","NY","COM","07/15/2013",14,"VAN","MERCU","P",13,13,13,943796,"0013","0000","0507P","","NY","F","625","E 14TH ST","BBBBBBB","ALL","ALL","BROWN",2007
"15126",1357209447,"4D75","NY","SRF","07/15/2013",20,"TAXI","TOYOT","P",13,13,13,944877,"0013","0000","0942P","","NY","O","145","E 29 ST","BBBBBBB","ALL","ALL","YELLO",2012
"15127",1357212562,"41999JM","NY","COM","07/15/2013",45,"VAN","GMC","P",13,13,13,929259,"0013","0000","1115A","","NY","F","364","2 AVE","BBBBBBB","ALL","ALL","WH",1995
"15128",1357215370,"GGY5695","NY","999","07/15/2013",71,"SDN","HONDA","P",13,13,13,926648,"0013","0000","0222A","","NY","F","276","1 AVENUE","BBBBBBB","ALL","ALL","RD",2010
"15133",1357347777,"41924JM","NY","COM","07/15/2013",14,"DELV","WHITE","P",52,52,401,923913,"0401","0000","0925A","","NY","","133","E RURAHAM ROAD","YYYYYBB","0700A","0200P","WH",1999
"15196",1357141579,"42555JT","99","COM","07/15/2013",46,"VAN","CHEVR","P",24,24,24,946347,"0024","0000","0717P","","NY","F","762","AMST","BBBBBBB","ALL","ALL","WHITE",1999
"15197",1357141968,"63393JM","NY","COM","07/15/2013",46,"VAN","IINTL","P",24,24,24,949283,"0024","0000","0445P","","NY","F","107","W 86 ST","BBBBBBB","ALL","ALL","BROWN",1997
"15198",1357141970,"55050MB","NY","COM","07/15/2013",46,"VAN","WHITE","P",24,24,24,949283,"0024","0000","0650P","","NY","F","157","W 106 ST","BBBBBBB","ALL","ALL","BROWN",2012
"15199",1357142407,"5308TS","FL","PAS","07/15/2013",21,"SDN","MAZDA","P",24,24,24,938554,"0024","0000","0853A","","NY","F","444","CENTRAL PARK WEST","YBBYBBB","0830A","1000A","SIL",0
"15200",1357143758,"62981JM","NY","COM","07/15/2013",46,"DELV","GMC","P",24,24,24,950022,"0024","0000","0652P","","NY","F","15","W 96 ST","BBBBBBB","ALL","ALL","BRWN",1986
"15201",1357143886,"63039JM","NY","COM","07/15/2013",46,"DELV","GMC","P",24,24,24,950022,"0024","0000","0648P","","NY","O","12","W 96 ST","BBBBBBB","ALL","ALL","BRWN",1988
"15202",1357143898,"65036JV","NY","COM","07/15/2013",46,"P-U","FORD","P",24,24,24,950022,"0024","0000","0642P","","NY","F","58","W 88 ST","BBBBBBB","ALL","ALL","WHT",2007
"15203",1357143904,"76133JY","NY","COM","07/15/2013",46,"DELV","WHITE","P",24,24,24,950024,"0024","0000","0508P","","NY","F","2418","BWY","BBBBBBB","ALL","ALL","WHT",2007
"15205",1357144234,"62981JM","NY","COM","07/15/2013",46,"DELV","GMC","P",24,24,24,947659,"0024","0000","0414P","","NY","F","760","WEST END AVE","BBBBBBB","ALL","ALL","BROWN",1986
"15206",1357144246,"95383JM","NY","COM","07/15/2013",46,"VAN","GMC","P",24,24,24,947659,"0024","0000","0432P","","NY","F","817","WEST END AVE","BBBBBBB","ALL","ALL","BROWN",0
"15207",1357144258,"78527JR","NY","COM","07/15/2013",46,"VAN","WHITE","P",24,24,24,947659,"0024","0000","0443P","","NY","","","C/O W 100 ST","BBBBBBB","ALL","ALL","WHITE",2004
"15208",1357144260,"841YWR","CT","PAS","07/15/2013",46,"SUBN","AUDI","P",24,24,24,947659,"0024","0000","0707P","","NY","O","240","W 98 ST","BBBBBBB","ALL","ALL","GRAY",0
